"DOY";"Taxa";"Station"
"63445";129;"Mesodinium";"BY5"
"63446";129;"Mesodinium";"BY5"
"63447";129;"Mesodinium";"BY5"
"63448";129;"Mesodinium";"BY5"
"63449";129;"Mesodinium";"BY5"
"63450";129;"Mesodinium";"BY5"
"63451";129;"Mesodinium";"BY5"
"63452";129;"Mesodinium";"BY5"
"63453";129;"Mesodinium";"BY5"
"63454";129;"Mesodinium";"BY5"
"63455";129;"Mesodinium";"BY5"
"63456";129;"Mesodinium";"BY5"
"63457";129;"Mesodinium";"BY5"
"63458";129;"Mesodinium";"BY5"
"63459";130;"Mesodinium";"BY5"
"63460";130;"Mesodinium";"BY5"
"63461";130;"Mesodinium";"BY5"
"63462";130;"Mesodinium";"BY5"
"63463";130;"Mesodinium";"BY5"
"63464";130;"Mesodinium";"BY5"
"63465";130;"Mesodinium";"BY5"
"63466";130;"Mesodinium";"BY5"
"63467";130;"Mesodinium";"BY5"
"63468";130;"Mesodinium";"BY5"
"63469";130;"Mesodinium";"BY5"
"63470";130;"Mesodinium";"BY5"
"63471";130;"Mesodinium";"BY5"
"63472";130;"Mesodinium";"BY5"
"63473";130;"Mesodinium";"BY5"
"63474";130;"Mesodinium";"BY5"
"63475";130;"Mesodinium";"BY5"
"63476";130;"Mesodinium";"BY5"
"63477";130;"Mesodinium";"BY5"
"63478";130;"Mesodinium";"BY5"
"63479";130;"Mesodinium";"BY5"
"63480";130;"Mesodinium";"BY5"
"63481";130;"Mesodinium";"BY5"
"63482";130;"Mesodinium";"BY5"
"63483";130;"Mesodinium";"BY5"
"63484";130;"Mesodinium";"BY5"
"63485";130;"Mesodinium";"BY5"
"63486";130;"Mesodinium";"BY5"
"63487";130;"Mesodinium";"BY5"
"63488";130;"Mesodinium";"BY5"
"63489";130;"Mesodinium";"BY5"
"63490";131;"Mesodinium";"BY5"
"63491";131;"Mesodinium";"BY5"
"63492";131;"Mesodinium";"BY5"
"63493";131;"Mesodinium";"BY5"
"63494";131;"Mesodinium";"BY5"
"63495";131;"Mesodinium";"BY5"
"63496";131;"Mesodinium";"BY5"
"63497";131;"Mesodinium";"BY5"
"63498";131;"Mesodinium";"BY5"
"63499";131;"Mesodinium";"BY5"
"63500";131;"Mesodinium";"BY5"
"63501";131;"Mesodinium";"BY5"
"63502";131;"Mesodinium";"BY5"
"63503";131;"Mesodinium";"BY5"
"63504";131;"Mesodinium";"BY5"
"63505";131;"Mesodinium";"BY5"
"63506";131;"Mesodinium";"BY5"
"63507";131;"Mesodinium";"BY5"
"63508";131;"Mesodinium";"BY5"
"63509";131;"Mesodinium";"BY5"
"63510";131;"Mesodinium";"BY5"
"63511";131;"Mesodinium";"BY5"
"63512";131;"Mesodinium";"BY5"
"63513";131;"Mesodinium";"BY5"
"63514";131;"Mesodinium";"BY5"
"63515";131;"Mesodinium";"BY5"
"63516";131;"Mesodinium";"BY5"
"63517";131;"Mesodinium";"BY5"
"63518";131;"Mesodinium";"BY5"
"63519";131;"Mesodinium";"BY5"
"63520";132;"Mesodinium";"BY5"
"63521";132;"Mesodinium";"BY5"
"63522";132;"Mesodinium";"BY5"
"63523";132;"Mesodinium";"BY5"
"63524";132;"Mesodinium";"BY5"
"63525";132;"Mesodinium";"BY5"
"63526";132;"Mesodinium";"BY5"
"63527";132;"Mesodinium";"BY5"
"63528";132;"Mesodinium";"BY5"
"63529";132;"Mesodinium";"BY5"
"63530";132;"Mesodinium";"BY5"
"63531";132;"Mesodinium";"BY5"
"63532";132;"Mesodinium";"BY5"
"63533";132;"Mesodinium";"BY5"
"63534";132;"Mesodinium";"BY5"
"63535";132;"Mesodinium";"BY5"
"63536";132;"Mesodinium";"BY5"
"63537";132;"Mesodinium";"BY5"
"63538";132;"Mesodinium";"BY5"
"63539";132;"Mesodinium";"BY5"
"63540";132;"Mesodinium";"BY5"
"63541";132;"Mesodinium";"BY5"
"63542";132;"Mesodinium";"BY5"
"63543";132;"Mesodinium";"BY5"
"63544";132;"Mesodinium";"BY5"
"63545";132;"Mesodinium";"BY5"
"63546";132;"Mesodinium";"BY5"
"63547";132;"Mesodinium";"BY5"
"63548";132;"Mesodinium";"BY5"
"63549";133;"Mesodinium";"BY5"
"63550";133;"Mesodinium";"BY5"
"63551";133;"Mesodinium";"BY5"
"63552";133;"Mesodinium";"BY5"
"63553";133;"Mesodinium";"BY5"
"63554";133;"Mesodinium";"BY5"
"63555";133;"Mesodinium";"BY5"
"63556";133;"Mesodinium";"BY5"
"63557";133;"Mesodinium";"BY5"
"63558";133;"Mesodinium";"BY5"
"63559";133;"Mesodinium";"BY5"
"63560";133;"Mesodinium";"BY5"
"63561";133;"Mesodinium";"BY5"
"63562";133;"Mesodinium";"BY5"
"63563";133;"Mesodinium";"BY5"
"63564";133;"Mesodinium";"BY5"
"63565";133;"Mesodinium";"BY5"
"63566";133;"Mesodinium";"BY5"
"63567";133;"Mesodinium";"BY5"
"63568";133;"Mesodinium";"BY5"
"63569";133;"Mesodinium";"BY5"
"63570";133;"Mesodinium";"BY5"
"63571";133;"Mesodinium";"BY5"
"63572";133;"Mesodinium";"BY5"
"63573";133;"Mesodinium";"BY5"
"63574";133;"Mesodinium";"BY5"
"63575";133;"Mesodinium";"BY5"
"63576";133;"Mesodinium";"BY5"
"63577";134;"Mesodinium";"BY5"
"63578";134;"Mesodinium";"BY5"
"63579";134;"Mesodinium";"BY5"
"63580";134;"Mesodinium";"BY5"
"63581";134;"Mesodinium";"BY5"
"63582";134;"Mesodinium";"BY5"
"63583";134;"Mesodinium";"BY5"
"63584";134;"Mesodinium";"BY5"
"63585";134;"Mesodinium";"BY5"
"63586";134;"Mesodinium";"BY5"
"63587";134;"Mesodinium";"BY5"
"63588";134;"Mesodinium";"BY5"
"63589";134;"Mesodinium";"BY5"
"63590";134;"Mesodinium";"BY5"
"63591";134;"Mesodinium";"BY5"
"63592";134;"Mesodinium";"BY5"
"63593";134;"Mesodinium";"BY5"
"63594";134;"Mesodinium";"BY5"
"63595";134;"Mesodinium";"BY5"
"63596";134;"Mesodinium";"BY5"
"63597";134;"Mesodinium";"BY5"
"63598";134;"Mesodinium";"BY5"
"63599";134;"Mesodinium";"BY5"
"63600";134;"Mesodinium";"BY5"
"63601";134;"Mesodinium";"BY5"
"63602";134;"Mesodinium";"BY5"
"63603";134;"Mesodinium";"BY5"
"63604";134;"Mesodinium";"BY5"
"63605";135;"Mesodinium";"BY5"
"63606";135;"Mesodinium";"BY5"
"63607";135;"Mesodinium";"BY5"
"63608";135;"Mesodinium";"BY5"
"63609";135;"Mesodinium";"BY5"
"63610";135;"Mesodinium";"BY5"
"63611";135;"Mesodinium";"BY5"
"63612";135;"Mesodinium";"BY5"
"63613";135;"Mesodinium";"BY5"
"63614";135;"Mesodinium";"BY5"
"63615";135;"Mesodinium";"BY5"
"63616";135;"Mesodinium";"BY5"
"63617";135;"Mesodinium";"BY5"
"63618";135;"Mesodinium";"BY5"
"63619";135;"Mesodinium";"BY5"
"63620";135;"Mesodinium";"BY5"
"63621";135;"Mesodinium";"BY5"
"63622";135;"Mesodinium";"BY5"
"63623";135;"Mesodinium";"BY5"
"63624";135;"Mesodinium";"BY5"
"63625";135;"Mesodinium";"BY5"
"63626";135;"Mesodinium";"BY5"
"63627";135;"Mesodinium";"BY5"
"63628";135;"Mesodinium";"BY5"
"63629";135;"Mesodinium";"BY5"
"63630";135;"Mesodinium";"BY5"
"63631";135;"Mesodinium";"BY5"
"63632";136;"Mesodinium";"BY5"
"63633";136;"Mesodinium";"BY5"
"63634";136;"Mesodinium";"BY5"
"63635";136;"Mesodinium";"BY5"
"63636";136;"Mesodinium";"BY5"
"63637";136;"Mesodinium";"BY5"
"63638";136;"Mesodinium";"BY5"
"63639";136;"Mesodinium";"BY5"
"63640";136;"Mesodinium";"BY5"
"63641";136;"Mesodinium";"BY5"
"63642";136;"Mesodinium";"BY5"
"63643";136;"Mesodinium";"BY5"
"63644";136;"Mesodinium";"BY5"
"63645";136;"Mesodinium";"BY5"
"63646";136;"Mesodinium";"BY5"
"63647";136;"Mesodinium";"BY5"
"63648";136;"Mesodinium";"BY5"
"63649";136;"Mesodinium";"BY5"
"63650";136;"Mesodinium";"BY5"
"63651";136;"Mesodinium";"BY5"
"63652";136;"Mesodinium";"BY5"
"63653";136;"Mesodinium";"BY5"
"63654";136;"Mesodinium";"BY5"
"63655";136;"Mesodinium";"BY5"
"63656";136;"Mesodinium";"BY5"
"63657";136;"Mesodinium";"BY5"
"63658";137;"Mesodinium";"BY5"
"63659";137;"Mesodinium";"BY5"
"63660";137;"Mesodinium";"BY5"
"63661";137;"Mesodinium";"BY5"
"63662";137;"Mesodinium";"BY5"
"63663";137;"Mesodinium";"BY5"
"63664";137;"Mesodinium";"BY5"
"63665";137;"Mesodinium";"BY5"
"63666";137;"Mesodinium";"BY5"
"63667";137;"Mesodinium";"BY5"
"63668";137;"Mesodinium";"BY5"
"63669";137;"Mesodinium";"BY5"
"63670";137;"Mesodinium";"BY5"
"63671";137;"Mesodinium";"BY5"
"63672";137;"Mesodinium";"BY5"
"63673";137;"Mesodinium";"BY5"
"63674";137;"Mesodinium";"BY5"
"63675";137;"Mesodinium";"BY5"
"63676";137;"Mesodinium";"BY5"
"63677";137;"Mesodinium";"BY5"
"63678";137;"Mesodinium";"BY5"
"63679";137;"Mesodinium";"BY5"
"63680";137;"Mesodinium";"BY5"
"63681";137;"Mesodinium";"BY5"
"63682";137;"Mesodinium";"BY5"
"63683";138;"Mesodinium";"BY5"
"63684";138;"Mesodinium";"BY5"
"63685";138;"Mesodinium";"BY5"
"63686";138;"Mesodinium";"BY5"
"63687";138;"Mesodinium";"BY5"
"63688";138;"Mesodinium";"BY5"
"63689";138;"Mesodinium";"BY5"
"63690";138;"Mesodinium";"BY5"
"63691";138;"Mesodinium";"BY5"
"63692";138;"Mesodinium";"BY5"
"63693";138;"Mesodinium";"BY5"
"63694";138;"Mesodinium";"BY5"
"63695";138;"Mesodinium";"BY5"
"63696";138;"Mesodinium";"BY5"
"63697";138;"Mesodinium";"BY5"
"63698";138;"Mesodinium";"BY5"
"63699";138;"Mesodinium";"BY5"
"63700";138;"Mesodinium";"BY5"
"63701";138;"Mesodinium";"BY5"
"63702";138;"Mesodinium";"BY5"
"63703";138;"Mesodinium";"BY5"
"63704";138;"Mesodinium";"BY5"
"63705";138;"Mesodinium";"BY5"
"63706";138;"Mesodinium";"BY5"
"63707";139;"Mesodinium";"BY5"
"63708";139;"Mesodinium";"BY5"
"63709";139;"Mesodinium";"BY5"
"63710";139;"Mesodinium";"BY5"
"63711";139;"Mesodinium";"BY5"
"63712";139;"Mesodinium";"BY5"
"63713";139;"Mesodinium";"BY5"
"63714";139;"Mesodinium";"BY5"
"63715";139;"Mesodinium";"BY5"
"63716";139;"Mesodinium";"BY5"
"63717";139;"Mesodinium";"BY5"
"63718";139;"Mesodinium";"BY5"
"63719";139;"Mesodinium";"BY5"
"63720";139;"Mesodinium";"BY5"
"63721";139;"Mesodinium";"BY5"
"63722";139;"Mesodinium";"BY5"
"63723";139;"Mesodinium";"BY5"
"63724";139;"Mesodinium";"BY5"
"63725";139;"Mesodinium";"BY5"
"63726";139;"Mesodinium";"BY5"
"63727";139;"Mesodinium";"BY5"
"63728";139;"Mesodinium";"BY5"
"63729";139;"Mesodinium";"BY5"
"63730";139;"Mesodinium";"BY5"
"63731";140;"Mesodinium";"BY5"
"63732";140;"Mesodinium";"BY5"
"63733";140;"Mesodinium";"BY5"
"63734";140;"Mesodinium";"BY5"
"63735";140;"Mesodinium";"BY5"
"63736";140;"Mesodinium";"BY5"
"63737";140;"Mesodinium";"BY5"
"63738";140;"Mesodinium";"BY5"
"63739";140;"Mesodinium";"BY5"
"63740";140;"Mesodinium";"BY5"
"63741";140;"Mesodinium";"BY5"
"63742";140;"Mesodinium";"BY5"
"63743";140;"Mesodinium";"BY5"
"63744";140;"Mesodinium";"BY5"
"63745";140;"Mesodinium";"BY5"
"63746";140;"Mesodinium";"BY5"
"63747";140;"Mesodinium";"BY5"
"63748";140;"Mesodinium";"BY5"
"63749";140;"Mesodinium";"BY5"
"63750";140;"Mesodinium";"BY5"
"63751";140;"Mesodinium";"BY5"
"63752";140;"Mesodinium";"BY5"
"63753";140;"Mesodinium";"BY5"
"63754";141;"Mesodinium";"BY5"
"63755";141;"Mesodinium";"BY5"
"63756";141;"Mesodinium";"BY5"
"63757";141;"Mesodinium";"BY5"
"63758";141;"Mesodinium";"BY5"
"63759";141;"Mesodinium";"BY5"
"63760";141;"Mesodinium";"BY5"
"63761";141;"Mesodinium";"BY5"
"63762";141;"Mesodinium";"BY5"
"63763";141;"Mesodinium";"BY5"
"63764";141;"Mesodinium";"BY5"
"63765";141;"Mesodinium";"BY5"
"63766";141;"Mesodinium";"BY5"
"63767";141;"Mesodinium";"BY5"
"63768";141;"Mesodinium";"BY5"
"63769";141;"Mesodinium";"BY5"
"63770";141;"Mesodinium";"BY5"
"63771";141;"Mesodinium";"BY5"
"63772";141;"Mesodinium";"BY5"
"63773";141;"Mesodinium";"BY5"
"63774";141;"Mesodinium";"BY5"
"63775";141;"Mesodinium";"BY5"
"63776";142;"Mesodinium";"BY5"
"63777";142;"Mesodinium";"BY5"
"63778";142;"Mesodinium";"BY5"
"63779";142;"Mesodinium";"BY5"
"63780";142;"Mesodinium";"BY5"
"63781";142;"Mesodinium";"BY5"
"63782";142;"Mesodinium";"BY5"
"63783";142;"Mesodinium";"BY5"
"63784";142;"Mesodinium";"BY5"
"63785";142;"Mesodinium";"BY5"
"63786";142;"Mesodinium";"BY5"
"63787";142;"Mesodinium";"BY5"
"63788";142;"Mesodinium";"BY5"
"63789";142;"Mesodinium";"BY5"
"63790";142;"Mesodinium";"BY5"
"63791";142;"Mesodinium";"BY5"
"63792";142;"Mesodinium";"BY5"
"63793";142;"Mesodinium";"BY5"
"63794";142;"Mesodinium";"BY5"
"63795";142;"Mesodinium";"BY5"
"63796";142;"Mesodinium";"BY5"
"63797";142;"Mesodinium";"BY5"
"63798";143;"Mesodinium";"BY5"
"63799";143;"Mesodinium";"BY5"
"63800";143;"Mesodinium";"BY5"
"63801";143;"Mesodinium";"BY5"
"63802";143;"Mesodinium";"BY5"
"63803";143;"Mesodinium";"BY5"
"63804";143;"Mesodinium";"BY5"
"63805";143;"Mesodinium";"BY5"
"63806";143;"Mesodinium";"BY5"
"63807";143;"Mesodinium";"BY5"
"63808";143;"Mesodinium";"BY5"
"63809";143;"Mesodinium";"BY5"
"63810";143;"Mesodinium";"BY5"
"63811";143;"Mesodinium";"BY5"
"63812";143;"Mesodinium";"BY5"
"63813";143;"Mesodinium";"BY5"
"63814";143;"Mesodinium";"BY5"
"63815";143;"Mesodinium";"BY5"
"63816";143;"Mesodinium";"BY5"
"63817";143;"Mesodinium";"BY5"
"63818";143;"Mesodinium";"BY5"
"63819";144;"Mesodinium";"BY5"
"63820";144;"Mesodinium";"BY5"
"63821";144;"Mesodinium";"BY5"
"63822";144;"Mesodinium";"BY5"
"63823";144;"Mesodinium";"BY5"
"63824";144;"Mesodinium";"BY5"
"63825";144;"Mesodinium";"BY5"
"63826";144;"Mesodinium";"BY5"
"63827";144;"Mesodinium";"BY5"
"63828";144;"Mesodinium";"BY5"
"63829";144;"Mesodinium";"BY5"
"63830";144;"Mesodinium";"BY5"
"63831";144;"Mesodinium";"BY5"
"63832";144;"Mesodinium";"BY5"
"63833";144;"Mesodinium";"BY5"
"63834";144;"Mesodinium";"BY5"
"63835";144;"Mesodinium";"BY5"
"63836";144;"Mesodinium";"BY5"
"63837";144;"Mesodinium";"BY5"
"63838";144;"Mesodinium";"BY5"
"63839";145;"Mesodinium";"BY5"
"63840";145;"Mesodinium";"BY5"
"63841";145;"Mesodinium";"BY5"
"63842";145;"Mesodinium";"BY5"
"63843";145;"Mesodinium";"BY5"
"63844";145;"Mesodinium";"BY5"
"63845";145;"Mesodinium";"BY5"
"63846";145;"Mesodinium";"BY5"
"63847";145;"Mesodinium";"BY5"
"63848";145;"Mesodinium";"BY5"
"63849";145;"Mesodinium";"BY5"
"63850";145;"Mesodinium";"BY5"
"63851";145;"Mesodinium";"BY5"
"63852";145;"Mesodinium";"BY5"
"63853";145;"Mesodinium";"BY5"
"63854";145;"Mesodinium";"BY5"
"63855";145;"Mesodinium";"BY5"
"63856";145;"Mesodinium";"BY5"
"63857";145;"Mesodinium";"BY5"
"63858";145;"Mesodinium";"BY5"
"63859";146;"Mesodinium";"BY5"
"63860";146;"Mesodinium";"BY5"
"63861";146;"Mesodinium";"BY5"
"63862";146;"Mesodinium";"BY5"
"63863";146;"Mesodinium";"BY5"
"63864";146;"Mesodinium";"BY5"
"63865";146;"Mesodinium";"BY5"
"63866";146;"Mesodinium";"BY5"
"63867";146;"Mesodinium";"BY5"
"63868";146;"Mesodinium";"BY5"
"63869";146;"Mesodinium";"BY5"
"63870";146;"Mesodinium";"BY5"
"63871";146;"Mesodinium";"BY5"
"63872";146;"Mesodinium";"BY5"
"63873";146;"Mesodinium";"BY5"
"63874";146;"Mesodinium";"BY5"
"63875";146;"Mesodinium";"BY5"
"63876";146;"Mesodinium";"BY5"
"63877";146;"Mesodinium";"BY5"
"63878";147;"Mesodinium";"BY5"
"63879";147;"Mesodinium";"BY5"
"63880";147;"Mesodinium";"BY5"
"63881";147;"Mesodinium";"BY5"
"63882";147;"Mesodinium";"BY5"
"63883";147;"Mesodinium";"BY5"
"63884";147;"Mesodinium";"BY5"
"63885";147;"Mesodinium";"BY5"
"63886";147;"Mesodinium";"BY5"
"63887";147;"Mesodinium";"BY5"
"63888";147;"Mesodinium";"BY5"
"63889";147;"Mesodinium";"BY5"
"63890";147;"Mesodinium";"BY5"
"63891";147;"Mesodinium";"BY5"
"63892";147;"Mesodinium";"BY5"
"63893";147;"Mesodinium";"BY5"
"63894";147;"Mesodinium";"BY5"
"63895";147;"Mesodinium";"BY5"
"63896";147;"Mesodinium";"BY5"
"63897";148;"Mesodinium";"BY5"
"63898";148;"Mesodinium";"BY5"
"63899";148;"Mesodinium";"BY5"
"63900";148;"Mesodinium";"BY5"
"63901";148;"Mesodinium";"BY5"
"63902";148;"Mesodinium";"BY5"
"63903";148;"Mesodinium";"BY5"
"63904";148;"Mesodinium";"BY5"
"63905";148;"Mesodinium";"BY5"
"63906";148;"Mesodinium";"BY5"
"63907";148;"Mesodinium";"BY5"
"63908";148;"Mesodinium";"BY5"
"63909";148;"Mesodinium";"BY5"
"63910";148;"Mesodinium";"BY5"
"63911";148;"Mesodinium";"BY5"
"63912";148;"Mesodinium";"BY5"
"63913";148;"Mesodinium";"BY5"
"63914";148;"Mesodinium";"BY5"
"63915";149;"Mesodinium";"BY5"
"63916";149;"Mesodinium";"BY5"
"63917";149;"Mesodinium";"BY5"
"63918";149;"Mesodinium";"BY5"
"63919";149;"Mesodinium";"BY5"
"63920";149;"Mesodinium";"BY5"
"63921";149;"Mesodinium";"BY5"
"63922";149;"Mesodinium";"BY5"
"63923";149;"Mesodinium";"BY5"
"63924";149;"Mesodinium";"BY5"
"63925";149;"Mesodinium";"BY5"
"63926";149;"Mesodinium";"BY5"
"63927";149;"Mesodinium";"BY5"
"63928";149;"Mesodinium";"BY5"
"63929";149;"Mesodinium";"BY5"
"63930";149;"Mesodinium";"BY5"
"63931";149;"Mesodinium";"BY5"
"63932";150;"Mesodinium";"BY5"
"63933";150;"Mesodinium";"BY5"
"63934";150;"Mesodinium";"BY5"
"63935";150;"Mesodinium";"BY5"
"63936";150;"Mesodinium";"BY5"
"63937";150;"Mesodinium";"BY5"
"63938";150;"Mesodinium";"BY5"
"63939";150;"Mesodinium";"BY5"
"63940";150;"Mesodinium";"BY5"
"63941";150;"Mesodinium";"BY5"
"63942";150;"Mesodinium";"BY5"
"63943";150;"Mesodinium";"BY5"
"63944";150;"Mesodinium";"BY5"
"63945";150;"Mesodinium";"BY5"
"63946";150;"Mesodinium";"BY5"
"63947";150;"Mesodinium";"BY5"
"63948";151;"Mesodinium";"BY5"
"63949";151;"Mesodinium";"BY5"
"63950";151;"Mesodinium";"BY5"
"63951";151;"Mesodinium";"BY5"
"63952";151;"Mesodinium";"BY5"
"63953";151;"Mesodinium";"BY5"
"63954";151;"Mesodinium";"BY5"
"63955";151;"Mesodinium";"BY5"
"63956";151;"Mesodinium";"BY5"
"63957";151;"Mesodinium";"BY5"
"63958";151;"Mesodinium";"BY5"
"63959";151;"Mesodinium";"BY5"
"63960";151;"Mesodinium";"BY5"
"63961";151;"Mesodinium";"BY5"
"63962";151;"Mesodinium";"BY5"
"63963";151;"Mesodinium";"BY5"
"63964";152;"Mesodinium";"BY5"
"63965";152;"Mesodinium";"BY5"
"63966";152;"Mesodinium";"BY5"
"63967";152;"Mesodinium";"BY5"
"63968";152;"Mesodinium";"BY5"
"63969";152;"Mesodinium";"BY5"
"63970";152;"Mesodinium";"BY5"
"63971";152;"Mesodinium";"BY5"
"63972";152;"Mesodinium";"BY5"
"63973";152;"Mesodinium";"BY5"
"63974";152;"Mesodinium";"BY5"
"63975";152;"Mesodinium";"BY5"
"63976";152;"Mesodinium";"BY5"
"63977";152;"Mesodinium";"BY5"
"63978";152;"Mesodinium";"BY5"
"63979";153;"Mesodinium";"BY5"
"63980";153;"Mesodinium";"BY5"
"63981";153;"Mesodinium";"BY5"
"63982";153;"Mesodinium";"BY5"
"63983";153;"Mesodinium";"BY5"
"63984";153;"Mesodinium";"BY5"
"63985";153;"Mesodinium";"BY5"
"63986";153;"Mesodinium";"BY5"
"63987";153;"Mesodinium";"BY5"
"63988";153;"Mesodinium";"BY5"
"63989";153;"Mesodinium";"BY5"
"63990";153;"Mesodinium";"BY5"
"63991";153;"Mesodinium";"BY5"
"63992";153;"Mesodinium";"BY5"
"63993";154;"Mesodinium";"BY5"
"63994";154;"Mesodinium";"BY5"
"63995";154;"Mesodinium";"BY5"
"63996";154;"Mesodinium";"BY5"
"63997";154;"Mesodinium";"BY5"
"63998";154;"Mesodinium";"BY5"
"63999";154;"Mesodinium";"BY5"
"64000";154;"Mesodinium";"BY5"
"64001";154;"Mesodinium";"BY5"
"64002";154;"Mesodinium";"BY5"
"64003";154;"Mesodinium";"BY5"
"64004";154;"Mesodinium";"BY5"
"64005";154;"Mesodinium";"BY5"
"64006";154;"Mesodinium";"BY5"
"64007";155;"Mesodinium";"BY5"
"64008";155;"Mesodinium";"BY5"
"64009";155;"Mesodinium";"BY5"
"64010";155;"Mesodinium";"BY5"
"64011";155;"Mesodinium";"BY5"
"64012";155;"Mesodinium";"BY5"
"64013";155;"Mesodinium";"BY5"
"64014";155;"Mesodinium";"BY5"
"64015";155;"Mesodinium";"BY5"
"64016";155;"Mesodinium";"BY5"
"64017";155;"Mesodinium";"BY5"
"64018";155;"Mesodinium";"BY5"
"64019";155;"Mesodinium";"BY5"
"64020";156;"Mesodinium";"BY5"
"64021";156;"Mesodinium";"BY5"
"64022";156;"Mesodinium";"BY5"
"64023";156;"Mesodinium";"BY5"
"64024";156;"Mesodinium";"BY5"
"64025";156;"Mesodinium";"BY5"
"64026";156;"Mesodinium";"BY5"
"64027";156;"Mesodinium";"BY5"
"64028";156;"Mesodinium";"BY5"
"64029";156;"Mesodinium";"BY5"
"64030";156;"Mesodinium";"BY5"
"64031";156;"Mesodinium";"BY5"
"64032";157;"Mesodinium";"BY5"
"64033";157;"Mesodinium";"BY5"
"64034";157;"Mesodinium";"BY5"
"64035";157;"Mesodinium";"BY5"
"64036";157;"Mesodinium";"BY5"
"64037";157;"Mesodinium";"BY5"
"64038";157;"Mesodinium";"BY5"
"64039";157;"Mesodinium";"BY5"
"64040";157;"Mesodinium";"BY5"
"64041";157;"Mesodinium";"BY5"
"64042";157;"Mesodinium";"BY5"
"64043";157;"Mesodinium";"BY5"
"64044";158;"Mesodinium";"BY5"
"64045";158;"Mesodinium";"BY5"
"64046";158;"Mesodinium";"BY5"
"64047";158;"Mesodinium";"BY5"
"64048";158;"Mesodinium";"BY5"
"64049";158;"Mesodinium";"BY5"
"64050";158;"Mesodinium";"BY5"
"64051";158;"Mesodinium";"BY5"
"64052";158;"Mesodinium";"BY5"
"64053";158;"Mesodinium";"BY5"
"64054";158;"Mesodinium";"BY5"
"64055";159;"Mesodinium";"BY5"
"64056";159;"Mesodinium";"BY5"
"64057";159;"Mesodinium";"BY5"
"64058";159;"Mesodinium";"BY5"
"64059";159;"Mesodinium";"BY5"
"64060";159;"Mesodinium";"BY5"
"64061";159;"Mesodinium";"BY5"
"64062";159;"Mesodinium";"BY5"
"64063";159;"Mesodinium";"BY5"
"64064";159;"Mesodinium";"BY5"
"64065";160;"Mesodinium";"BY5"
"64066";160;"Mesodinium";"BY5"
"64067";160;"Mesodinium";"BY5"
"64068";160;"Mesodinium";"BY5"
"64069";160;"Mesodinium";"BY5"
"64070";160;"Mesodinium";"BY5"
"64071";160;"Mesodinium";"BY5"
"64072";160;"Mesodinium";"BY5"
"64073";160;"Mesodinium";"BY5"
"64074";160;"Mesodinium";"BY5"
"64075";161;"Mesodinium";"BY5"
"64076";161;"Mesodinium";"BY5"
"64077";161;"Mesodinium";"BY5"
"64078";161;"Mesodinium";"BY5"
"64079";161;"Mesodinium";"BY5"
"64080";161;"Mesodinium";"BY5"
"64081";161;"Mesodinium";"BY5"
"64082";161;"Mesodinium";"BY5"
"64083";161;"Mesodinium";"BY5"
"64084";162;"Mesodinium";"BY5"
"64085";162;"Mesodinium";"BY5"
"64086";162;"Mesodinium";"BY5"
"64087";162;"Mesodinium";"BY5"
"64088";162;"Mesodinium";"BY5"
"64089";162;"Mesodinium";"BY5"
"64090";162;"Mesodinium";"BY5"
"64091";162;"Mesodinium";"BY5"
"64092";162;"Mesodinium";"BY5"
"64093";163;"Mesodinium";"BY5"
"64094";163;"Mesodinium";"BY5"
"64095";163;"Mesodinium";"BY5"
"64096";163;"Mesodinium";"BY5"
"64097";163;"Mesodinium";"BY5"
"64098";163;"Mesodinium";"BY5"
"64099";163;"Mesodinium";"BY5"
"64100";163;"Mesodinium";"BY5"
"64101";164;"Mesodinium";"BY5"
"64102";164;"Mesodinium";"BY5"
"64103";164;"Mesodinium";"BY5"
"64104";164;"Mesodinium";"BY5"
"64105";164;"Mesodinium";"BY5"
"64106";164;"Mesodinium";"BY5"
"64107";164;"Mesodinium";"BY5"
"64108";165;"Mesodinium";"BY5"
"64109";165;"Mesodinium";"BY5"
"64110";165;"Mesodinium";"BY5"
"64111";165;"Mesodinium";"BY5"
"64112";165;"Mesodinium";"BY5"
"64113";165;"Mesodinium";"BY5"
"64114";165;"Mesodinium";"BY5"
"64115";166;"Mesodinium";"BY5"
"64116";166;"Mesodinium";"BY5"
"64117";166;"Mesodinium";"BY5"
"64118";166;"Mesodinium";"BY5"
"64119";166;"Mesodinium";"BY5"
"64120";166;"Mesodinium";"BY5"
"64121";166;"Mesodinium";"BY5"
"64122";167;"Mesodinium";"BY5"
"64123";167;"Mesodinium";"BY5"
"64124";167;"Mesodinium";"BY5"
"64125";167;"Mesodinium";"BY5"
"64126";167;"Mesodinium";"BY5"
"64127";167;"Mesodinium";"BY5"
"64128";168;"Mesodinium";"BY5"
"64129";168;"Mesodinium";"BY5"
"64130";168;"Mesodinium";"BY5"
"64131";168;"Mesodinium";"BY5"
"64132";168;"Mesodinium";"BY5"
"64133";168;"Mesodinium";"BY5"
"64134";169;"Mesodinium";"BY5"
"64135";169;"Mesodinium";"BY5"
"64136";169;"Mesodinium";"BY5"
"64137";169;"Mesodinium";"BY5"
"64138";169;"Mesodinium";"BY5"
"64139";169;"Mesodinium";"BY5"
"64140";170;"Mesodinium";"BY5"
"64141";170;"Mesodinium";"BY5"
"64142";170;"Mesodinium";"BY5"
"64143";170;"Mesodinium";"BY5"
